Species,Min Elevation Bracket,Max Elevation Bracket
Sambucus peruviana,900-999,2600-2699
Sapindus saponaria,200-299,2300-2399
Sapium glandulosum,100-199,3900-3999
Sapium laurifolium,100-199,1800-1899
Sapium marmieri,200-299,1000-1099
Sapium stylare,100-199,3100-3199
Saracha punctata,2800-2899,3600-3699
Sarcaulus brasiliensis,100-199,900-999
Saurauia biserrata,1800-1899,1800-1899
Saurauia brachybotrys,300-399,3400-3499
Saurauia bullosa,1600-1699,3600-3699
Saurauia cuatrecasana,900-999,3600-3699
Saurauia herthae,500-599,1900-1999
Saurauia laevigata,1400-1499,1400-1499
Saurauia peruviana,3000-3099,3000-3099
Saurauia prainiana,700-799,3000-3099
Saurauia pseudostrigillosa,1300-1399,2500-2599
Saurauia scabra,800-899,3500-3599
Saurauia stapfiana,1300-1399,2600-2699
Saurauia tomentosa,1200-1299,3200-3299
Saurauia ursina,1500-1599,3500-3599
Schefflera bejucosa,3200-3299,3200-3299
Schefflera bogotensis,2500-2599,3900-3999
Schefflera minutiflora,1300-1399,1300-1399
Schefflera sodiroi,2100-2199,3000-3099
Schizocalyx bracteosa,100-199,2300-2399
Schizocalyx obovatus ,800-899,2100-2199
Schizolobium parahyba,300-399,900-999
Schnella glabra,200-299,700-799
Sebastiania brasiliensis,400-499,400-499
Seguieria americana,200-299,200-299
Senegalia polyphylla,200-299,1900-1999
Senegalia riparia,200-299,3300-3399
Senna bacillaris,100-199,1700-1799
Senna ruiziana,500-599,1500-1599
Senna silvestris,100-199,1100-1199
Senna spectabilis,200-299,1600-1699
Sessea vestita,2300-2399,3200-3299
Sideroxylon obtusifolium,300-399,300-399
Simaba guianensis,100-199,300-399
Simarouba amara,100-199,1500-1599
Simira cordifolia,200-299,1400-1499
Simira rubescens,200-299,1300-1399
Siparuna aspera,500-599,3200-3299
Siparuna cervicornis,100-199,900-999
Siparuna conica,100-199,2000-2099
Siparuna decipiens,200-299,1700-1799
Siparuna echinata,400-499,3300-3399
Siparuna eggersii,100-199,1800-1899
Siparuna gigantotepala,200-299,1900-1999
Siparuna guianensis,100-199,1400-1499
Siparuna laurifolia,300-399,2900-2999
Siparuna lepidota,100-199,3000-3099
Siparuna mutisii,100-199,2700-2799
Siparuna piloso-lepidota,1600-1699,3100-3199
Siparuna thecaphora,100-199,2900-2999
Siphoneugena densiflora,900-999,1400-1499
Sisyrinchium micranthum,1000-1099,3300-3399
Sloanea brevipes,100-199,400-499
Sloanea brevispina,800-899,2300-2399
Sloanea durissima,800-899,800-899
Sloanea eichleri,200-299,300-399
Sloanea fragrans,200-299,1800-1899
Sloanea guianensis,200-299,2000-2099
Sloanea laxiflora,100-199,100-199
Sloanea medusula,700-799,700-799
Sloanea multiflora,200-299,1600-1699
Sloanea parvifructa,300-399,300-399
Sloanea pubescens,200-299,1100-1199
Sloanea rufa,200-299,600-699
Sloanea tuerckheimii,200-299,1900-1999
Socratea exorrhiza,100-199,2200-2299
Socratea rostrata,700-799,2100-2199
Solanum anceps,200-299,2600-2699
Solanum aphyodendron,400-499,3500-3599
Solanum arboreum,200-299,2100-2199
Solanum asperolanatum,100-199,3500-3599
Solanum confertiseriatum,100-199,1800-1899
Solanum cucullatum,200-299,2900-2999
Solanum hypaleurotrichum,700-799,3700-3799
Solanum lepidotum,100-199,2400-2499
Solanum microleprodes,1400-1499,1400-1499
Solanum nutans,1200-1299,3100-3199
Solanum oblongifolium,300-399,3400-3499
Solanum sessile,200-299,2000-2099
Solanum umbellatum,100-199,2100-2199
Sorocea affinis,200-299,200-299
Sorocea guilleminiana,100-199,500-599
Sorocea jaramilloi,100-199,1700-1799
Sorocea pubivena,100-199,1500-1599
Sorocea sarcocarpa,100-199,500-599
Sorocea sprucei,100-199,1300-1399
Sorocea steinbachii,200-299,1300-1399
Sorocea trophoides,400-499,2000-2099
Sphaeropteris quindiuensis,1400-1499,2900-2999
Spirotheca awadendron,200-299,1500-1599
Spirotheca rosea,1000-1099,2500-2599
Spondias mombin,200-299,1200-1299
Staphylea occidentalis,100-199,3300-3399
Stenostomum acreanum,200-299,400-499
Stephanopodium angulatum,1200-1299,2400-2499
Stephanopodium aptotum,1700-1799,1700-1799
Sterculia apetala,200-299,1300-1399
Sterculia colombiana,200-299,1100-1199
Blakea quadrangularis,1000-1099,2000-2099
Blakea rotundifolia,700-799,2300-2399
Bocconia frutescens,400-499,3300-3399
Bocconia integrifolia,500-599,3400-3499
Boehmeria caudata,600-699,3100-3199
Boehmeria ulmifolia,900-999,3200-3299
Bomarea multiflora,1300-1399,3900-3999
Bonamia trichantha,200-299,1800-1899
Brachyotum gleasonii,3200-3299,3200-3299
Brosimum alicastrum,100-199,1300-1399
Brosimum guianense,100-199,2800-2899
Brosimum lactescens,100-199,1800-1899
Brosimum rubescens,100-199,600-699
Brosimum utile,100-199,2000-2099
Brownea multijuga,100-199,700-799
Brownea rosa-de-monte,400-499,2000-2099
Browneopsis macrofoliolata,800-899,800-899
Brunellia acostae,600-699,2700-2799
Brunellia boqueronensis,1800-1899,1800-1899
Brunellia comocladifolia,1200-1299,3000-3099
Brunellia dulcis,2000-2099,2800-2899
Brunellia littlei,1200-1299,3000-3099
Brunellia sibundoya,1100-1199,2700-2799
Brunellia stenoptera,1400-1499,1400-1499
Brunellia subsessilis,1900-1999,1900-1999
Brunellia tomentosa,2100-2199,3500-3599
Brunellia trianae,2500-2599,2500-2599
Bucquetia glutinosa,300-399,3700-3799
Sterculia frondosa,200-299,700-799
Sterculia pruriens,200-299,200-299
Sterculia tessmannii,700-799,900-999
Sterigmapetalum colombianum,500-599,500-599
Strychnos guianensis,200-299,300-399
Strychnos toxifera,100-199,1200-1299
Stryphnodendron microstachyum,100-199,500-599
Styloceras laurifolium,2100-2199,3300-3399
Stylogyne ardisioides,100-199,1700-1799
Stylogyne longifolia,100-199,2100-2199
Stylogyne turbacensis,100-199,2300-2399
Styphnolobium sporadicum,200-299,200-299
Styrax davillifolius,2800-2899,2800-2899
Styrax glabratus,2800-2899,2800-2899
Styrax heterotrichus,1500-1599,2000-2099
Styrax pavonii,200-299,3100-3199
Styrax pentlandianus,1800-1899,1800-1899
Swartzia amplifolia,300-399,400-499
Swartzia haughtii,100-199,700-799
Swartzia macrophylla,1100-1199,1200-1299
Swartzia myrtifolia,200-299,1400-1499
Swartzia oraria,100-199,500-599
Swartzia robiniifolia,200-299,1200-1299
Swartzia schultesii,200-299,500-599
Swartzia simplex,200-299,1200-1299
Symbolanthus pterocalyx,2400-2499,2400-2499
Symphonia globulifera,100-199,1800-1899
Symplocos bogotensis,2200-2299,3000-3099
Symplocos carmencitae,2700-2799,3000-3099
Symplocos fimbriata,2600-2699,3600-3699
Symplocos flosfragrans,2300-2399,3200-3299
Symplocos fuliginosa,1800-1899,2100-2199
Symplocos fuscata,2700-2799,2700-2799
Symplocos quindiuensis,1700-1799,3100-3199
Symplocos quitensis,1700-1799,3600-3699
Symplocos reflexa,3000-3099,3000-3099
Symplocos subandina,2300-2399,2500-2599
Symplocos theiformis,2300-2399,3600-3699
Tabebuia ochracea,200-299,400-499
Tabebuia rosea,200-299,1900-1999
Tabebuia serratifolia,300-399,300-399
Tabernaemontana columbiensis,100-199,1500-1599
Tabernaemontana cymosa,1300-1399,1300-1399
Tabernaemontana grandiflora,200-299,3400-3499
Tabernaemontana markgrafiana,200-299,1900-1999
Tabernaemontana sananho,100-199,1800-1899
Tachia parviflora,300-399,1500-1599
Tachigali setifera,500-599,500-599
Talisia bullata,100-199,1700-1799
Talisia cerasina,100-199,1800-1899
Talisia macrophylla,100-199,1800-1899
Talisia nervosa,100-199,100-199
Tapirira guianensis,100-199,2000-2099
Tapirira obtusa,100-199,1100-1199
Tapirira rubrinervis,500-599,1000-1099
Tapura colombiana,2200-2299,2400-2499
Tapura guianensis,100-199,1600-1699
Tapura peruviana,100-199,1000-1099
Terminalia amazonia,100-199,1500-1599
Terminalia oblonga,300-399,300-399
Terminalia tetraphylla,100-199,700-799
Ternstroemia globiflora,2800-2899,2800-2899
Ternstroemia macrocarpa,1800-1899,3900-3999
Ternstroemia meridionalis,1700-1799,3500-3599
Tessaria integrifolia,200-299,3500-3599
Tetragastris altissima,100-199,200-299
Tetragastris panamensis,100-199,1600-1699
Tetrathylacium johansenii,1500-1599,1500-1599
Tetrathylacium macrophyllum,100-199,2100-2199
Tetrorchidium andinum,200-299,2400-2499
Tetrorchidium euryphyllum,600-699,2900-2999
Tetrorchidium macrophyllum,100-199,2600-2699
Tetrorchidium rubrivenium,400-499,2700-2799
Theobroma bicolor,200-299,1200-1299
Theobroma cacao,100-199,1600-1699
Theobroma gileri,100-199,700-799
Theobroma glaucum,200-299,1200-1299
Theobroma speciosum,200-299,500-599
Theobroma subincanum,100-199,1400-1499
Tocoyena pittieri,200-299,2200-2299
Tournefortia cuspidata,200-299,900-999
Tournefortia fuliginosa,1000-1099,3300-3399
Tournefortia scabrida,800-899,3400-3499
Tovomita choisyana,200-299,500-599
Tovomita spruceana,100-199,600-699
Tovomita stylosa,300-399,2200-2299
Toxicodendron striatum,1000-1099,3300-3399
Trattinnickia aspera,200-299,700-799
Trattinnickia burserifolia,100-199,800-899
Trattinnickia lawrancei,300-399,300-399
Trema integerrima,300-399,800-899
Trema micrantha,100-199,3000-3099
Trichilia cipo,300-399,900-999
Trichilia elegans,200-299,1200-1299
Trichilia hirta,100-199,3000-3099
Trichilia inaequilatera,200-299,1000-1099
Trichilia martiana,100-199,2100-2199
Trichilia maynasiana,200-299,500-599
Trichilia micrantha,200-299,1400-1499
Trichilia moschata,2800-2899,2800-2899
Trichilia pallida,100-199,2500-2599
Trichilia pleeana,100-199,800-899
Trichilia poeppigii,100-199,300-399
Trichilia primogenita,300-399,1100-1199
Trichilia quadrijuga,100-199,1400-1499
Trichilia rubra,200-299,1000-1099
Trichilia schomburgkii,400-499,1200-1299
Trichilia septentrionalis,100-199,1700-1799
Trichilia stipitata,1500-1599,1500-1599
Trichilia surinamensis,100-199,800-899
Trichospermum galeottii,100-199,1100-1199
Triplaris americana,100-199,1100-1199
Triplaris cumingiana,100-199,500-599
Trophis racemosa,200-299,1300-1399
Turpinia heterophylla,2800-2899,2800-2899
Ulex europaeus,900-999,3500-3599
Unonopsis guatterioides,100-199,800-899
Unonopsis pacifica,200-299,200-299
Unonopsis spectabilis,800-899,900-999
Urera baccifera,100-199,3000-3099
Urera caracasana,200-299,2100-2199
Urera simplex,200-299,2600-2699
Vachellia macracantha,300-399,2300-2399
Vallea ecuadorensis,2600-2699,2800-2899
Vallea stipularis,300-399,3800-3899
Varronia cylindrostachya,200-299,3300-3399
Vasconcellea goudotiana,300-399,3200-3299
Vasconcellea microcarpa,100-199,2500-2599
Vasconcellea pubescens,100-199,3000-3099
Verbesina arborea,1400-1499,3200-3299
Verbesina latisquama,3000-3099,3000-3099
Verbesina lloensis,1700-1799,3200-3299
Verbesina nudipes,800-899,3600-3699
Vernonanthura patens,200-299,3000-3099
Viburnum anabaptista,1800-1899,1800-1899
Viburnum antioquiense,2700-2799,2700-2799
Viburnum ayavacense,1600-1699,1600-1699
Viburnum hallii,700-799,3500-3599
Viburnum lasiophyllum,1200-1299,3400-3499
Viburnum pichinchense,2000-2099,3500-3599
Viburnum reticulatum,2700-2799,2700-2799
Viburnum tinoides,1400-1499,3300-3399
Viburnum toronis,800-899,3300-3399
Viburnum triphyllum,1700-1799,3800-3899
Viburnum undulatum,2300-2399,2300-2399
Virola calophylla,100-199,900-999
Virola dixonii,100-199,800-899
Virola duckei,100-199,800-899
Virola elongata,100-199,1400-1499
Virola flexuosa,200-299,500-599
Virola loretensis,200-299,300-399
Virola macrocarpa,200-299,1100-1199
Virola mollissima,200-299,500-599
Virola pavonis,100-199,1300-1399
Virola reidii,100-199,900-999
Virola sebifera,100-199,1800-1899
Vismia baccifera,100-199,3500-3599
Vismia cayennensis,100-199,1200-1299
Vismia gracilis,100-199,1300-1399
Vismia guianensis,100-199,2400-2499
Vismia laevis,1100-1199,1500-1599
Vismia lateriflora,200-299,1800-1899
Vismia lauriformis,400-499,2300-2399
Vismia macrophylla,100-199,1900-1999
Vismia mandurr,400-499,2500-2599
Vismia pozuzoensis,200-299,1400-1499
Vismia sprucei,200-299,500-599
Vismia tomentosa,200-299,1300-1399
Vitex capitata,300-399,300-399
Vitex compressa,200-299,1100-1199
Vitex cymosa,200-299,300-399
Vitex triflora,200-299,1100-1199
Vochysia duquei,1600-1699,2000-2099
Vochysia ferruginea,200-299,1300-1399
Vochysia lehmannii,200-299,800-899
Vochysia megalantha,1700-1799,2200-2299
Warszewiczia coccinea,100-199,2600-2699
Weinmannia auriculata,1800-1899,3700-3799
Weinmannia cochensis,2800-2899,3900-3999
Weinmannia elliptica,1800-1899,3500-3599
Weinmannia fagaroides,2500-2599,3900-3999
Weinmannia latifolia,1000-1099,3000-3099
Weinmannia lentiscifolia,1500-1599,3700-3799
Weinmannia mariquitae,2500-2599,3700-3799
Weinmannia microphylla,3100-3199,3200-3299
Weinmannia multijuga,1300-1399,3200-3299
Weinmannia ovata,2300-2399,2300-2399
Weinmannia pinnata,700-799,3600-3699
Weinmannia polyphylla,2100-2199,2200-2299
Weinmannia pubescens,1200-1299,3300-3399
Weinmannia reticulata,1200-1299,3700-3799
Weinmannia rollottii,1200-1299,3700-3799
Weinmannia sorbifolia,1200-1299,3900-3999
Weinmannia subsessiliflora,1800-1899,2100-2199
Weinmannia tomentosa,300-399,3900-3999
Wettinia fascicularis,200-299,2000-2099
Wettinia kalbreyeri,500-599,2200-2299
Wettinia oxycarpa,300-399,2500-2599
Wettinia praemorsa,200-299,2100-2199
Wettinia quinaria,100-199,3900-3999
Witheringia coccoloboides,200-299,3100-3199
Wittmackanthus stanleyanus,200-299,500-599
Xanthosoma sagittifolium,200-299,1900-1999
Xylopia amazonica,100-199,400-499
Xylopia aromatica,100-199,1400-1499
Xylopia cuspidata,200-299,400-499
Xylopia discreta,100-199,100-199
Xylopia emarginata,100-199,600-699
Xylopia frutescens,300-399,300-399
Xylopia polyantha,300-399,400-499
Xylopia sericea,100-199,200-299
Zanthoxylum acuminatum,900-999,1500-1599
Zanthoxylum fagara,300-399,3000-3099
Zanthoxylum formiciferum,900-999,2200-2299
Zanthoxylum lenticulare,900-999,2700-2799
Zanthoxylum melanostictum,1800-1899,2900-2999
Zanthoxylum pucro,1800-1899,1800-1899
Zanthoxylum quinduense,900-999,3700-3799
Zanthoxylum rhoifolium,200-299,2500-2599
Zanthoxylum rigidum,200-299,2600-2699
Zanthoxylum sprucei,1800-1899,1800-1899
Zinowiewia australis,800-899,2600-2699
Zygia lathetica,200-299,200-299
Zygia latifolia,200-299,1400-1499
Zygia picramnioides,1600-1699,1600-1699
Bunchosia argentea,200-299,2000-2099
Bunchosia armeniaca,200-299,2500-2599
Bunchosia diphylla,400-499,400-499
Bunchosia pseudonitida,200-299,1500-1599
Bursera graveolens,400-499,1600-1699
Bursera simaruba,200-299,400-499
Byrsonima arthropoda,200-299,200-299
Byrsonima garcibarrigae,200-299,800-899
Byrsonima poeppigiana,200-299,700-799
Byrsonima spicata,100-199,400-499
Cabralea canjerana,200-299,1400-1499
Calatola costaricensis,100-199,2400-2499
Calliandra magdalenae,200-299,1100-1199
Calliandra purdiei,200-299,1300-1399
Calliandra riparia,200-299,2600-2699
Calophyllum brasiliense,100-199,2100-2199
Calycolpus moritzianus,600-699,2600-2699
Calycophyllum multiflorum,200-299,400-499
Calycophyllum spruceanum,200-299,1100-1199
Campomanesia speciosa,300-399,300-399
Capirona decorticans,100-199,400-499
Capparidastrum petiolare,300-399,300-399
Carapa alticola,500-599,1300-1399
Carapa megistocarpa,400-499,1900-1999
Cariniana pyriformis,200-299,300-399
Caryocar amygdaliferum,400-499,400-499
Caryocar glabrum,100-199,1400-1499
Caryodaphnopsis theobromifolia,100-199,2800-2899
Caryodendron orinocense,100-199,1500-1599
Casearia aculeata,100-199,2100-2199
Casearia arborea,200-299,2000-2099
Casearia cajambrensis,700-799,1600-1699
Casearia combaymensis,200-299,1000-1099
Casearia decandra,700-799,2000-2099
Casearia fasciculata,100-199,1100-1199
Casearia grandiflora,100-199,1100-1199
Casearia mariquitensis,100-199,2600-2699
Casearia megacarpa,500-599,2300-2399
Casearia prunifolia,100-199,2800-2899
Casearia quinduensis,600-699,2600-2699
Casearia sylvestris,100-199,2000-2099
Casearia tachirensis,1800-1899,2600-2699
Casearia ulmifolia,100-199,1100-1199
Casearia zahlbruckneri,1700-1799,2100-2199
Cassia moschata,200-299,1100-1199
Cassipourea guianensis,100-199,1000-1099
Castilla elastica,100-199,1400-1499
Castilla tunu,100-199,500-599
Castilla ulei,300-399,600-699
Cathedra acuminata,200-299,200-299
Cavendishia bracteata,900-999,3800-3899
Cavendishia compacta,200-299,1900-1999
Cavendishia guatapeensis,2300-2399,2500-2599
Cavendishia pubescens,1000-1099,3200-3299
Cecropia albicans,900-999,900-999
Cecropia andina,1300-1399,2200-2299
Cecropia angustifolia,900-999,2800-2899
Cecropia bullata,1700-1799,2100-2199
Cecropia engleriana,100-199,1100-1199
Cecropia gabrielis,1200-1299,1900-1999
Cecropia hispidissima,400-499,1500-1599
Cecropia insignis,100-199,900-999
Cecropia membranacea,200-299,1600-1699
Cecropia montana,200-299,700-799
Cecropia obtusifolia,200-299,2000-2099
Cecropia peltata,100-199,1900-1999
Cecropia reticulata,200-299,1900-1999
Cecropia sciadophylla,200-299,1400-1499
Cecropia telenitida,1200-1299,2500-2599
Cedrela fissilis,1900-1999,1900-1999
Cedrela montana,600-699,3400-3499
Cedrela odorata,100-199,2400-2499
Cedrelinga cateniformis,100-199,900-999
Ceiba pentandra,100-199,1500-1599
Ceiba samauma,300-399,300-399
Ceiba speciosa,1500-1599,2100-2199
Ceiba trischistandra,900-999,900-999
Celtis iguanaea,200-299,1500-1599
Celtis schippii,100-199,1300-1399
Centronia laurifolia,1100-1199,1400-1499
Ceroxylon echinulatum,1600-1699,1600-1699
Ceroxylon parvifrons,2300-2399,3100-3199
Ceroxylon quindiuense,1900-1999,3400-3499
Ceroxylon vogelianum,2200-2299,2900-2999
Cespedesia spathulata,100-199,2600-2699
Cestrum cuneifolium,2000-2099,2900-2999
Cestrum humboldtii,1100-1199,3400-3499
Cestrum megalophyllum,100-199,2700-2799
Cestrum ochraceum,1200-1299,3700-3799
Cestrum peruvianum,2000-2099,3300-3399
Cestrum petiolare,2600-2699,3300-3399
Cestrum racemosum,200-299,3100-3199
Chamaedorea allenii,600-699,700-799
Chamaedorea linearis,300-399,3200-3299
Chamaedorea pinnatifrons,200-299,3100-3199
Cheiloclinium cognatum,100-199,1100-1199
Chimarrhis hookeri,200-299,800-899
Chlorocardium venenosum,300-399,1000-1099
Chloroleucon mangense,300-399,2600-2699
Chomelia spinosa,200-299,1300-1399
Chomelia tenuiflora,100-199,1000-1099
Chrysochlamys bracteolata,100-199,2300-2399
Chrysochlamys colombiana,900-999,3500-3599
Chrysochlamys dependens,100-199,2000-2099
Chrysochlamys macrophylla,500-599,1400-1499
Chrysochlamys membranacea,200-299,1900-1999
Chrysochlamys nicaraguensis,100-199,2700-2799
Chrysochlamys ulei,300-399,1400-1499
Chrysochlamys weberbaueri,100-199,1400-1499
Chrysophyllum amazonicum,200-299,300-399
Chrysophyllum argenteum,100-199,1400-1499
Chrysophyllum cainito,200-299,1500-1599
Chrysophyllum colombianum,200-299,1500-1599
Chrysophyllum lucentifolium,200-299,1400-1499
Chrysophyllum manaosense,100-199,700-799
Chrysophyllum prieurii,100-199,600-699
